ab_name,abbreviation_name,availability,mature_month,institute,origin,priority,visibility,date_added
BD55-6470,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6472,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6473,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6474,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6475,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6477,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-6478,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-6479,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6480,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6481,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6482,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6485,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6486,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-6488,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6492,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6493,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6494,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6495,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6497,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6499,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6502,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6503,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6504,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6505,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6507,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-6509,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6510,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-6511,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-6512,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6514,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6516,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6517,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6518,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6520,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-6523,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6526,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6527,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-6529,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6531,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6534,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6537,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6538,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6539,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6540,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6541,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6543,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6544,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6546,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6548,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6550,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6551,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6552,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-6553,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6554,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6555,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6557,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6558,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6559,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6560,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6561,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6563,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6564,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-6565,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6566,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6567,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6569,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6572,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6573,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6574,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6575,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6577,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6578,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6579,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6580,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6581,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6583,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6585,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-6586,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6588,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6589,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-659,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-6591,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6594,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6595,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6596,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6597,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6598,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6600,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6601,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6602,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6604,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6607,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6608,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6610,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6611,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6612,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6613,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6614,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6615,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6616,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6617,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6618,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6619,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6622,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6623,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6624,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6626,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-6627,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6629,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-663,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6630,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6632,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6633,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6634,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6635,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6636,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6637,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-6638,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-6639,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6640,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6641,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6642,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-6644,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6645,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6646,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6647,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-6648,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6649,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6650,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6651,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-6652,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6653,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6654,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6657,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6659,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6660,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6665,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6666,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6667,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6668,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6669,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6670,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6671,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6672,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6673,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6674,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6677,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6678,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6679,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6682,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6683,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6684,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6685,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6686,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6687,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6688,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6689,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6690,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6691,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6692,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6693,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6694,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6695,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6696,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6697,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6698,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6699,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6700,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6701,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6702,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6703,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6705,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6706,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6707,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6708,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6709,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6710,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6711,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6712,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6713,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6714,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6715,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6718,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6719,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6720,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6721,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6722,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6723,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6724,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6725,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6726,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6727,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6728,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6729,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-6730,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-676,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-682,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-683,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-688,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-696,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-711,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-72,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-09
BD55-725,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-742,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-745,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-746,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-747,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-749,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-75,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-751,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-767,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-78,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-09
BD55-81,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-814,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-818,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-822,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-824,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-828,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-829,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-83,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-09
BD55-833,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-837,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-839,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-842,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-846,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-847,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-85,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-09
BD55-852,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-853,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-854,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-856,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-859,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-862,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-863,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-864,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-867,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-868,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-870,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-871,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-873,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-874,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-875,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-876,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-878,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-879,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-880,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-885,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-887,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-888,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-892,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-893,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-898,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-899,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-902,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-903,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-905,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-906,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-910,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-911,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-913,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-914,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-917,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-918,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-920,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-925,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-927,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-929,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-93,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-930,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-931,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-934,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-935,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-936,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-939,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-942,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-944,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-947,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-948,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-05-05
BD55-958,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-965,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-97,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-970,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-972,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-977,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-979,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-987,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-988,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD55-998,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-0004,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD56-001,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-0023,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD56-003,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-004,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-005,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-006,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-007,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-008,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-0096,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD56-010,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-012,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-013,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-014,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-0140,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD56-015,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-0150,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD56-0154,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD56-016,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-019,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-020,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-0209,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD56-021,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-0213,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD56-022,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-025,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-027,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-028,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-029,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-030,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-031,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-032,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-033,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-037,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-038,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-039,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-040,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-041,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-042,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-045,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-0459,NULL,NULL,NULL,Peking University,CP,5000,FALSE,2023-09-29
BD56-046,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-048,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-049,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-050,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-052,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
BD56-054,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-09-20
